INFO:aiogram.dispatcher.dispatcher:Start polling.
WARNING:aiogram.dispatcher.dispatcher:Polling is stopped.
INFO:aiogram.dispatcher.dispatcher:Start polling.
WARNING:aiogram.dispatcher.dispatcher:Polling is stopped.
INFO:aiogram.dispatcher.dispatcher:Start polling.
  File "/usr/local/lib/python3.9/site-packages/aiogram/dispatcher/dispatcher.py", line 235, in process_updates
    return await asyncio.gather(*tasks)
  File "/usr/local/lib/python3.9/site-packages/aiogram/dispatcher/handler.py", line 117, in notify
    response = await handler_obj.handler(*args, **partial_data)
  File "/usr/local/lib/python3.9/site-packages/aiogram/dispatcher/dispatcher.py", line 283, in process_update
    return await self.callback_query_handlers.notify(update.callback_query)
  File "/usr/local/lib/python3.9/site-packages/aiogram/dispatcher/handler.py", line 117, in notify
    response = await handler_obj.handler(*args, **partial_data)
  File "/Users/storm/Documents/Progerstvo/MyPython/HomeWork/Hw9/handlers.py", line 61, in callback_func
    else: value += data
TypeError: can only concatenate tuple (not "str") to tuple
ERROR:asyncio:Task exception was never retrieved
future: <Task finished name='Task-14' coro=<Dispatcher._process_polling_updates() done, defined at /usr/local/lib/python3.9/site-packages/aiogram/dispatcher/dispatcher.py:407> exception=TypeError('can only concatenate tuple (not "str") to tuple')>
Traceback (most recent call last):
  File "/usr/local/lib/python3.9/site-packages/aiogram/dispatcher/dispatcher.py", line 415, in _process_polling_updates
    for responses in itertools.chain.from_iterable(await self.process_updates(updates, fast)):
  File "/usr/local/lib/python3.9/site-packages/aiogram/dispatcher/dispatcher.py", line 235, in process_updates
    return await asyncio.gather(*tasks)
  File "/usr/local/lib/python3.9/site-packages/aiogram/dispatcher/handler.py", line 117, in notify
    response = await handler_obj.handler(*args, **partial_data)
  File "/usr/local/lib/python3.9/site-packages/aiogram/dispatcher/dispatcher.py", line 283, in process_update
    return await self.callback_query_handlers.notify(update.callback_query)
  File "/usr/local/lib/python3.9/site-packages/aiogram/dispatcher/handler.py", line 117, in notify
    response = await handler_obj.handler(*args, **partial_data)
  File "/Users/storm/Documents/Progerstvo/MyPython/HomeWork/Hw9/handlers.py", line 61, in callback_func
    else: value += data
TypeError: can only concatenate tuple (not "str") to tuple
WARNING:aiogram.dispatcher.dispatcher:Polling is stopped.
INFO:aiogram.dispatcher.dispatcher:Start polling.
ERROR:asyncio:Task exception was never retrieved
future: <Task finished name='Task-81' coro=<Dispatcher._process_polling_updates() done, defined at /usr/local/lib/python3.9/site-packages/aiogram/dispatcher/dispatcher.py:407> exception=NameError("name 'Ошибка23' is not defined")>
Traceback (most recent call last):
  File "/usr/local/lib/python3.9/site-packages/aiogram/dispatcher/dispatcher.py", line 415, in _process_polling_updates
    for responses in itertools.chain.from_iterable(await self.process_updates(updates, fast)):
  File "/usr/local/lib/python3.9/site-packages/aiogram/dispatcher/dispatcher.py", line 235, in process_updates
    return await asyncio.gather(*tasks)
  File "/usr/local/lib/python3.9/site-packages/aiogram/dispatcher/handler.py", line 117, in notify
    response = await handler_obj.handler(*args, **partial_data)
  File "/usr/local/lib/python3.9/site-packages/aiogram/dispatcher/dispatcher.py", line 283, in process_update
    return await self.callback_query_handlers.notify(update.callback_query)
  File "/usr/local/lib/python3.9/site-packages/aiogram/dispatcher/handler.py", line 117, in notify
    response = await handler_obj.handler(*args, **partial_data)
  File "/Users/storm/Documents/Progerstvo/MyPython/HomeWork/Hw9/handlers.py", line 58, in callback_func
    value = str(eval(value))
  File "<string>", line 1, in <module>
NameError: name 'Ошибка23' is not defined
WARNING:aiogram.dispatcher.dispatcher:Polling is stopped.
INFO:aiogram.dispatcher.dispatcher:Start polling.
WARNING:aiogram.dispatcher.dispatcher:Polling is stopped.
INFO:aiogram.dispatcher.dispatcher:Start polling.
ERROR:asyncio:Task exception was never retrieved
future: <Task finished name='Task-375' coro=<Dispatcher._process_polling_updates() done, defined at /usr/local/lib/python3.9/site-packages/aiogram/dispatcher/dispatcher.py:407> exception=MessageNotModified('Message is not modified: specified new message content and reply markup are exactly the same as a current content and reply markup of the message')>
Traceback (most recent call last):
  File "/usr/local/lib/python3.9/site-packages/aiogram/dispatcher/dispatcher.py", line 415, in _process_polling_updates
    for responses in itertools.chain.from_iterable(await self.process_updates(updates, fast)):
  File "/usr/local/lib/python3.9/site-packages/aiogram/dispatcher/dispatcher.py", line 235, in process_updates
    return await asyncio.gather(*tasks)
  File "/usr/local/lib/python3.9/site-packages/aiogram/dispatcher/handler.py", line 117, in notify
    response = await handler_obj.handler(*args, **partial_data)
  File "/usr/local/lib/python3.9/site-packages/aiogram/dispatcher/dispatcher.py", line 283, in process_update
    return await self.callback_query_handlers.notify(update.callback_query)
  File "/usr/local/lib/python3.9/site-packages/aiogram/dispatcher/handler.py", line 117, in notify
    response = await handler_obj.handler(*args, **partial_data)
  File "/Users/storm/Documents/Progerstvo/MyPython/HomeWork/Hw9/handlers.py", line 70, in callback_func
    await bot.edit_message_text(text=f'{value}', chat_id=query.message.chat.id,
  File "/usr/local/lib/python3.9/site-packages/aiogram/bot/bot.py", line 2990, in edit_message_text
    result = await self.request(api.Methods.EDIT_MESSAGE_TEXT, payload)
  File "/usr/local/lib/python3.9/site-packages/aiogram/bot/base.py", line 236, in request
    return await api.make_request(await self.get_session(), self.server, self.__token, method, data, files,
  File "/usr/local/lib/python3.9/site-packages/aiogram/bot/api.py", line 140, in make_request
    return check_result(method, response.content_type, response.status, await response.text())
  File "/usr/local/lib/python3.9/site-packages/aiogram/bot/api.py", line 115, in check_result
    exceptions.BadRequest.detect(description)
  File "/usr/local/lib/python3.9/site-packages/aiogram/utils/exceptions.py", line 140, in detect
    raise err(cls.text or description)
aiogram.utils.exceptions.MessageNotModified: Message is not modified: specified new message content and reply markup are exactly the same as a current content and reply markup of the message
ERROR:asyncio:Task exception was never retrieved
future: <Task finished name='Task-390' coro=<Dispatcher._process_polling_updates() done, defined at /usr/local/lib/python3.9/site-packages/aiogram/dispatcher/dispatcher.py:407> exception=SyntaxError('invalid syntax', ('<string>', 1, 1, '/0'))>
Traceback (most recent call last):
  File "/usr/local/lib/python3.9/site-packages/aiogram/dispatcher/dispatcher.py", line 415, in _process_polling_updates
    for responses in itertools.chain.from_iterable(await self.process_updates(updates, fast)):
  File "/usr/local/lib/python3.9/site-packages/aiogram/dispatcher/dispatcher.py", line 235, in process_updates
    return await asyncio.gather(*tasks)
  File "/usr/local/lib/python3.9/site-packages/aiogram/dispatcher/handler.py", line 117, in notify
    response = await handler_obj.handler(*args, **partial_data)
  File "/usr/local/lib/python3.9/site-packages/aiogram/dispatcher/dispatcher.py", line 283, in process_update
    return await self.callback_query_handlers.notify(update.callback_query)
  File "/usr/local/lib/python3.9/site-packages/aiogram/dispatcher/handler.py", line 117, in notify
    response = await handler_obj.handler(*args, **partial_data)
  File "/Users/storm/Documents/Progerstvo/MyPython/HomeWork/Hw9/handlers.py", line 58, in callback_func
    value = str(eval(value))
  File "<string>", line 1
    /0
    ^
SyntaxError: invalid syntax
ERROR:asyncio:Task exception was never retrieved
future: <Task finished name='Task-405' coro=<Dispatcher._process_polling_updates() done, defined at /usr/local/lib/python3.9/site-packages/aiogram/dispatcher/dispatcher.py:407> exception=SyntaxError('invalid syntax', ('<string>', 1, 1, '/052'))>
Traceback (most recent call last):
  File "/usr/local/lib/python3.9/site-packages/aiogram/dispatcher/dispatcher.py", line 415, in _process_polling_updates
    for responses in itertools.chain.from_iterable(await self.process_updates(updates, fast)):
  File "/usr/local/lib/python3.9/site-packages/aiogram/dispatcher/dispatcher.py", line 235, in process_updates
    return await asyncio.gather(*tasks)
  File "/usr/local/lib/python3.9/site-packages/aiogram/dispatcher/handler.py", line 117, in notify
    response = await handler_obj.handler(*args, **partial_data)
  File "/usr/local/lib/python3.9/site-packages/aiogram/dispatcher/dispatcher.py", line 283, in process_update
    return await self.callback_query_handlers.notify(update.callback_query)
  File "/usr/local/lib/python3.9/site-packages/aiogram/dispatcher/handler.py", line 117, in notify
    response = await handler_obj.handler(*args, **partial_data)
  File "/Users/storm/Documents/Progerstvo/MyPython/HomeWork/Hw9/handlers.py", line 58, in callback_func
    value = str(eval(value))
  File "<string>", line 1
    /052
    ^
SyntaxError: invalid syntax
ERROR:asyncio:Task exception was never retrieved
future: <Task finished name='Task-431' coro=<Dispatcher._process_polling_updates() done, defined at /usr/local/lib/python3.9/site-packages/aiogram/dispatcher/dispatcher.py:407> exception=SyntaxError('invalid syntax', ('<string>', 1, 1, '/05269/5'))>
Traceback (most recent call last):
  File "/usr/local/lib/python3.9/site-packages/aiogram/dispatcher/dispatcher.py", line 415, in _process_polling_updates
    for responses in itertools.chain.from_iterable(await self.process_updates(updates, fast)):
  File "/usr/local/lib/python3.9/site-packages/aiogram/dispatcher/dispatcher.py", line 235, in process_updates
    return await asyncio.gather(*tasks)
  File "/usr/local/lib/python3.9/site-packages/aiogram/dispatcher/handler.py", line 117, in notify
    response = await handler_obj.handler(*args, **partial_data)
  File "/usr/local/lib/python3.9/site-packages/aiogram/dispatcher/dispatcher.py", line 283, in process_update
    return await self.callback_query_handlers.notify(update.callback_query)
  File "/usr/local/lib/python3.9/site-packages/aiogram/dispatcher/handler.py", line 117, in notify
    response = await handler_obj.handler(*args, **partial_data)
  File "/Users/storm/Documents/Progerstvo/MyPython/HomeWork/Hw9/handlers.py", line 58, in callback_func
    value = str(eval(value))
  File "<string>", line 1
    /05269/5
    ^
SyntaxError: invalid syntax
WARNING:aiogram.dispatcher.dispatcher:Polling is stopped.
INFO:aiogram.dispatcher.dispatcher:Start polling.
INFO:root:Попытка операции-2022-11-20 23:48:14.051912-536297652-Andrey-*5
ERROR:asyncio:Task exception was never retrieved
future: <Task finished name='Task-31' coro=<Dispatcher._process_polling_updates() done, defined at /usr/local/lib/python3.9/site-packages/aiogram/dispatcher/dispatcher.py:407> exception=SyntaxError('invalid syntax', ('<string>', 1, 1, '*5'))>
Traceback (most recent call last):
  File "/usr/local/lib/python3.9/site-packages/aiogram/dispatcher/dispatcher.py", line 415, in _process_polling_updates
    for responses in itertools.chain.from_iterable(await self.process_updates(updates, fast)):
  File "/usr/local/lib/python3.9/site-packages/aiogram/dispatcher/dispatcher.py", line 235, in process_updates
    return await asyncio.gather(*tasks)
  File "/usr/local/lib/python3.9/site-packages/aiogram/dispatcher/handler.py", line 117, in notify
    response = await handler_obj.handler(*args, **partial_data)
  File "/usr/local/lib/python3.9/site-packages/aiogram/dispatcher/dispatcher.py", line 283, in process_update
    return await self.callback_query_handlers.notify(update.callback_query)
  File "/usr/local/lib/python3.9/site-packages/aiogram/dispatcher/handler.py", line 117, in notify
    response = await handler_obj.handler(*args, **partial_data)
  File "/Users/storm/Documents/Progerstvo/MyPython/HomeWork/Hw9/handlers.py", line 59, in callback_func
    value = str(eval(value))
  File "<string>", line 1
    *5
    ^
SyntaxError: invalid syntax
INFO:root:Попытка операции-2022-11-20 23:48:29.053852-536297652-Andrey-252/6
INFO:root:Результат-2022-11-20 23:48:29.054004-536297652-Andrey-42.0
INFO:root:Начало игры-2022-11-20 23:50:39.412567-536297652-Andrey-[1, 2, 3, 4, 5, 6, 7, 8, 9, 9, 0, '❌']
INFO:root:Ход в игре-2022-11-20 23:50:42.073811-536297652-Andrey-[1, 2, 3, '❌', 5, 6, 7, 8, 9, 9, 1, '⭕']
INFO:root:Ход в игре-2022-11-20 23:50:43.626060-536297652-Andrey-[1, 2, 3, '❌', '⭕', 6, 7, 8, 9, 9, 2, '❌']
INFO:root:Ход в игре-2022-11-20 23:50:46.872588-536297652-Andrey-[1, '❌', 3, '❌', '⭕', 6, 7, 8, 9, 9, 3, '⭕']
INFO:root:Ход в игре-2022-11-20 23:50:52.420239-536297652-Andrey-['⭕', '❌', 3, '❌', '⭕', 6, 7, 8, 9, 9, 4, '❌']
INFO:root:Ход в игре-2022-11-20 23:50:52.772604-536297652-Andrey-['⭕', '❌', 3, '❌', '⭕', 6, 7, 8, '❌', 9, 5, '⭕']
INFO:root:Неверный ход-2022-11-20 23:50:53.179119-536297652-Andrey-⭕)
INFO:root:Ход в игре-2022-11-20 23:51:02.012721-536297652-Andrey-['⭕', '❌', 3, '❌', '⭕', 6, '⭕', 8, '❌', 9, 6, '❌']
INFO:root:Ход в игре-2022-11-20 23:51:03.113307-536297652-Andrey-['⭕', '❌', '❌', '❌', '⭕', 6, '⭕', 8, '❌', 9, 7, '⭕']
INFO:root:Ход в игре-2022-11-20 23:51:03.823413-536297652-Andrey-['⭕', '❌', '❌', '❌', '⭕', '⭕', '⭕', 8, '❌', 9, 8, '❌']
INFO:root:Конец игры-2022-11-20 23:51:04.538256-536297652-Andrey-['⭕', '❌', '❌', '❌', '⭕', '⭕', '⭕', '❌', '❌', 0, 9, '❌']
INFO:root:Попытка операции-2022-11-20 23:51:08.875873-536297652-Andrey-456951*6
INFO:root:Результат-2022-11-20 23:51:08.876088-536297652-Andrey-2741706
WARNING:aiogram.dispatcher.dispatcher:Polling is stopped.
INFO:aiogram.dispatcher.dispatcher:Start polling.
ERROR:asyncio:Task exception was never retrieved
future: <Task finished name='Task-6' coro=<Dispatcher._process_polling_updates() done, defined at /usr/local/lib/python3.9/site-packages/aiogram/dispatcher/dispatcher.py:407> exception=NameError("name 'calc_kb' is not defined")>
Traceback (most recent call last):
  File "/usr/local/lib/python3.9/site-packages/aiogram/dispatcher/dispatcher.py", line 415, in _process_polling_updates
    for responses in itertools.chain.from_iterable(await self.process_updates(updates, fast)):
  File "/usr/local/lib/python3.9/site-packages/aiogram/dispatcher/dispatcher.py", line 235, in process_updates
    return await asyncio.gather(*tasks)
  File "/usr/local/lib/python3.9/site-packages/aiogram/dispatcher/handler.py", line 117, in notify
    response = await handler_obj.handler(*args, **partial_data)
  File "/usr/local/lib/python3.9/site-packages/aiogram/dispatcher/dispatcher.py", line 283, in process_update
    return await self.callback_query_handlers.notify(update.callback_query)
  File "/usr/local/lib/python3.9/site-packages/aiogram/dispatcher/handler.py", line 117, in notify
    response = await handler_obj.handler(*args, **partial_data)
  File "/Users/storm/Documents/Progerstvo/MyPython/HomeWork/Hw9/handlers.py", line 45, in callback_func
    await calc(query, bot, data)
  File "/Users/storm/Documents/Progerstvo/MyPython/HomeWork/Hw9/functions.py", line 115, in calc
    message_id=query.message.message_id, reply_markup=calc_kb)
NameError: name 'calc_kb' is not defined
ERROR:asyncio:Task exception was never retrieved
future: <Task finished name='Task-10' coro=<Dispatcher._process_polling_updates() done, defined at /usr/local/lib/python3.9/site-packages/aiogram/dispatcher/dispatcher.py:407> exception=NameError("name 'calc_kb' is not defined")>
Traceback (most recent call last):
  File "/usr/local/lib/python3.9/site-packages/aiogram/dispatcher/dispatcher.py", line 415, in _process_polling_updates
    for responses in itertools.chain.from_iterable(await self.process_updates(updates, fast)):
  File "/usr/local/lib/python3.9/site-packages/aiogram/dispatcher/dispatcher.py", line 235, in process_updates
    return await asyncio.gather(*tasks)
  File "/usr/local/lib/python3.9/site-packages/aiogram/dispatcher/handler.py", line 117, in notify
    response = await handler_obj.handler(*args, **partial_data)
  File "/usr/local/lib/python3.9/site-packages/aiogram/dispatcher/dispatcher.py", line 283, in process_update
    return await self.callback_query_handlers.notify(update.callback_query)
  File "/usr/local/lib/python3.9/site-packages/aiogram/dispatcher/handler.py", line 117, in notify
    response = await handler_obj.handler(*args, **partial_data)
  File "/Users/storm/Documents/Progerstvo/MyPython/HomeWork/Hw9/handlers.py", line 45, in callback_func
    await calc(query, bot, data)
  File "/Users/storm/Documents/Progerstvo/MyPython/HomeWork/Hw9/functions.py", line 115, in calc
    message_id=query.message.message_id, reply_markup=calc_kb)
NameError: name 'calc_kb' is not defined
ERROR:asyncio:Task exception was never retrieved
future: <Task finished name='Task-14' coro=<Dispatcher._process_polling_updates() done, defined at /usr/local/lib/python3.9/site-packages/aiogram/dispatcher/dispatcher.py:407> exception=NameError("name 'calc_kb' is not defined")>
Traceback (most recent call last):
  File "/usr/local/lib/python3.9/site-packages/aiogram/dispatcher/dispatcher.py", line 415, in _process_polling_updates
    for responses in itertools.chain.from_iterable(await self.process_updates(updates, fast)):
  File "/usr/local/lib/python3.9/site-packages/aiogram/dispatcher/dispatcher.py", line 235, in process_updates
    return await asyncio.gather(*tasks)
  File "/usr/local/lib/python3.9/site-packages/aiogram/dispatcher/handler.py", line 117, in notify
    response = await handler_obj.handler(*args, **partial_data)
  File "/usr/local/lib/python3.9/site-packages/aiogram/dispatcher/dispatcher.py", line 283, in process_update
    return await self.callback_query_handlers.notify(update.callback_query)
  File "/usr/local/lib/python3.9/site-packages/aiogram/dispatcher/handler.py", line 117, in notify
    response = await handler_obj.handler(*args, **partial_data)
  File "/Users/storm/Documents/Progerstvo/MyPython/HomeWork/Hw9/handlers.py", line 45, in callback_func
    await calc(query, bot, data)
  File "/Users/storm/Documents/Progerstvo/MyPython/HomeWork/Hw9/functions.py", line 115, in calc
    message_id=query.message.message_id, reply_markup=calc_kb)
NameError: name 'calc_kb' is not defined
WARNING:aiogram.dispatcher.dispatcher:Polling is stopped.
INFO:aiogram.dispatcher.dispatcher:Start polling.
INFO:root:Попытка операции-2022-11-20 23:55:16.297007-536297652-Andrey-452/6
INFO:root:Результат-2022-11-20 23:55:16.297199-536297652-Andrey-75.33333333333333
INFO:root:Попытка операции-2022-11-20 23:55:22.907732-536297652-Andrey-5/0
INFO:root:Результат-2022-11-20 23:55:22.907895-536297652-Andrey-Ошибка
INFO:root:Ход в игре-2022-11-20 23:55:36.949380-536297652-Andrey-['❌', 2, 3, 4, 5, 6, 7, 8, 9, 9, 1, '⭕']
INFO:root:Ход в игре-2022-11-20 23:55:37.558564-536297652-Andrey-['❌', 2, 3, '⭕', 5, 6, 7, 8, 9, 9, 2, '❌']
INFO:root:Ход в игре-2022-11-20 23:55:37.991704-536297652-Andrey-['❌', 2, 3, '⭕', '❌', 6, 7, 8, 9, 9, 3, '⭕']
WARNING:aiogram.dispatcher.dispatcher:Polling is stopped.
